,SGD,Momentum,Nesterov,Adagrad,RMSProp,Adam
Logistic regression CIFAR10,-0.5077271262586843,0.5615631511033117,0.3278676457465717,-0.35813514349202497,-0.3206728200855584,0.29710429298638436
