,SGD,Momentum,Nesterov,Adagrad,RMSProp,Adam
Logistic regression CIFAR100,-0.20793275771285427,-0.042415524165871146,-0.16030414437479182,-0.18839006540308498,-0.2981202448365765,0.8971627364931787
