,SGD,Momentum,Nesterov,Adagrad,RMSProp,Adam
Logistic regression MNIST,0.8610950710185258,-0.04817274959774148,-0.18958345946943622,-0.27618579864084475,-0.3781694893854475,0.031016426074943614
