,SGD,Momentum,Nesterov,Adagrad,RMSProp,Adam
Logistic regression FMNIST,-0.23828304853279422,0.2978358814647383,-0.3800639775051116,-0.3478270018927675,-0.09346674568341037,0.7618048921493454
