,,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,GradientDescentOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,MomentumOptimizer,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,Nesterov,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,AdagradOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,RMSPropOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer,AdamOptimizer
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
logistic_regression_gaussian_exact_param,0,3.1358866691589355,3.128190040588379,3.120509624481201,3.112844228744507,3.105194568634033,3.097559690475464,3.0899412631988525,3.0823380947113037,3.074751377105713,3.0671803951263428,3.0596258640289307,3.0520877838134766,3.0445666313171387,3.0370614528656006,3.029573917388916,3.0221028327941895,3.014648914337158,3.0072126388549805,2.9997940063476562,2.9923930168151855,2.98500919342041,2.977644205093384,2.970297336578369,2.962968111038208,2.955657482147217,2.9483659267425537,2.9410929679870605,2.9338388442993164,2.9266037940979004,2.9193880558013916,2.912191867828369,2.905015468597412,2.897858142852783,2.890721082687378,2.883604049682617,2.87650728225708,2.8694307804107666,2.862375259399414,2.8553404808044434,2.8483259677886963,2.8413329124450684,2.8343610763549805,2.827411413192749,2.8204824924468994,2.813575029373169,2.806690216064453,2.7998270988464355,2.7929859161376953,2.7861671447753906,2.7793710231781006,2.7725980281829834,3.131836414337158,3.1240217685699463,3.1092000007629395,3.088122844696045,3.0614852905273438,3.0299344062805176,2.9940707683563232,2.954453945159912,2.9116082191467285,2.866023063659668,2.818164587020874,2.7684710025787354,2.717360019683838,2.6652309894561768,2.6124651432037354,2.559422731399536,2.5064492225646973,2.4538676738739014,2.4019782543182373,2.35105562210083,2.3013460636138916,2.253066062927246,2.2063984870910645,2.161494016647339,2.1184723377227783,2.077421188354492,2.0384011268615723,2.001446008682251,1.9665673971176147,1.933758020401001,1.9029922485351562,1.8742307424545288,1.8474233150482178,1.8225085735321045,1.7994186878204346,1.7780765295028687,1.7584035396575928,1.7403157949447632,1.7237275838851929,1.7085529565811157,1.6947044134140015,1.6820974349975586,1.6706470251083374,1.6602725982666016,1.650895357131958,1.6424388885498047,1.6348333358764648,1.628009557723999,1.621904730796814,1.6164581775665283,1.6116149425506592,3.2925872802734375,3.277371883392334,3.255736827850342,3.228391647338867,3.195995330810547,3.159156322479248,3.1184420585632324,3.0743772983551025,3.027456521987915,2.978142738342285,2.9268746376037598,2.874068021774292,2.8201234340667725,2.7654218673706055,2.7103323936462402,2.6552107334136963,2.600398540496826,2.54622220993042,2.492990732192993,2.4409897327423096,2.390482187271118,2.3416972160339355,2.294830322265625,2.250039577484131,2.207443952560425,2.167121171951294,2.1291122436523438,2.093423366546631,2.0600314140319824,2.028886079788208,1.999917984008789,1.9730411767959595,1.9481594562530518,1.9251680374145508,1.9039604663848877,1.8844267129898071,1.8664592504501343,1.8499515056610107,1.8348009586334229,1.8209104537963867,1.8081859350204468,1.79654061794281,1.7858912944793701,1.776161551475525,1.767279863357544,1.7591791152954102,1.7517979145050049,1.745079755783081,1.7389713525772095,1.7334253787994385,1.728397011756897,3.534040927886963,3.4763617515563965,3.43803334236145,3.4069695472717285,3.380504608154297,3.3570995330810547,3.3359856605529785,3.3166441917419434,3.2987301349639893,3.2819933891296387,3.2662506103515625,3.251357316970825,3.237204074859619,3.2236971855163574,3.210765838623047,3.198348045349121,3.186391830444336,3.174854278564453,3.1636977195739746,3.1528892517089844,3.1424026489257812,3.1322107315063477,3.1222927570343018,3.1126303672790527,3.1032052040100098,3.0940027236938477,3.085008144378662,3.076209783554077,3.067596673965454,3.059157133102417,3.0508828163146973,3.0427658557891846,3.034797191619873,3.026970386505127,3.0192792415618896,3.0117173194885254,3.004279375076294,2.9969592094421387,2.989753484725952,2.9826579093933105,2.975667715072632,2.968778133392334,2.9619877338409424,2.9552910327911377,2.9486870765686035,2.942171812057495,2.9357433319091797,2.9293980598449707,2.9231343269348145,2.9169492721557617,2.910841464996338,3.230480194091797,2.7117655277252197,2.3986976146698,2.2013816833496094,2.0839219093322754,2.0098187923431396,1.9671366214752197,1.9403173923492432,1.926744818687439,1.920635461807251,1.9207468032836914,1.9249849319458008,1.9323265552520752,1.9420630931854248,1.9533847570419312,1.966090440750122,1.9795881509780884,1.9938570261001587,2.0084805488586426,2.023496150970459,2.038621187210083,2.053898572921753,2.0691421031951904,2.0843889713287354,2.0995192527770996,2.1145567893981934,2.129430055618286,2.144153118133545,2.1586830615997314,2.1730287075042725,2.1871676445007324,2.2011027336120605,2.214823007583618,2.228332042694092,2.241624355316162,2.2547037601470947,2.267568588256836,2.2802224159240723,2.292666435241699,2.304903268814087,2.31693696975708,2.3287699222564697,2.3404064178466797,2.3518502712249756,2.3631041049957275,2.374173879623413,2.385061264038086,2.3957722187042236,2.4063100814819336,2.4166786670684814,2.42688250541687,3.165928840637207,3.1078402996063232,3.0518155097961426,2.9976468086242676,2.945060968399048,2.893887519836426,2.8440632820129395,2.795560121536255,2.7483696937561035,2.702502489089966,2.6579692363739014,2.614778757095337,2.5729188919067383,2.532371997833252,2.493124485015869,2.455186367034912,2.4185972213745117,2.3834192752838135,2.3497252464294434,2.31758451461792,2.2870535850524902,2.2581734657287598,2.230970859527588,2.205456018447876,2.181628704071045,2.1594741344451904,2.1389670372009277,2.1200737953186035,2.1027512550354004,2.0869526863098145,2.072624444961548,2.059711456298828,2.048156261444092,2.0379011631011963,2.028886556625366,2.0210535526275635,2.0143425464630127,2.008692502975464,2.0040442943573,2.000335216522217,1.99750554561615,1.9954979419708252,1.9942550659179688,1.9937210083007812,1.9938461780548096,1.9945783615112305,1.9958741664886475,1.9976892471313477,1.9999818801879883,2.002716541290283,2.0058579444885254
logistic_regression_gaussian_exact_param,1,3.087588310241699,3.0798652172088623,3.072157621383667,3.0644659996032715,3.0567898750305176,3.049130439758301,3.041487216949463,3.0338611602783203,3.0262513160705566,3.0186591148376465,3.0110838413238525,3.003525733947754,2.9959850311279297,2.988462448120117,2.98095703125,2.9734697341918945,2.96600079536438,2.9585494995117188,2.951117753982544,2.9437034130096436,2.9363083839416504,2.9289331436157227,2.9215760231018066,2.914238691329956,2.906920909881592,2.8996224403381348,2.892343759536743,2.885085105895996,2.877847194671631,2.8706295490264893,2.863431453704834,2.856255292892456,2.849099636077881,2.8419649600982666,2.834851026535034,2.827759027481079,2.820688486099243,2.8136396408081055,2.806612491607666,2.799607753753662,2.7926247119903564,2.7856647968292236,2.7787270545959473,2.7718122005462646,2.7649197578430176,2.7580511569976807,2.7512049674987793,2.7443830966949463,2.737584114074707,2.7308084964752197,2.724057197570801,2.8655717372894287,2.8580322265625,2.8437416553497314,2.8234357833862305,2.7978053092956543,2.767493724822998,2.733104705810547,2.6952037811279297,2.654324531555176,2.610971450805664,2.5656216144561768,2.518730640411377,2.4707326889038086,2.42204213142395,2.3730530738830566,2.3241395950317383,2.275651216506958,2.2279133796691895,2.1812198162078857,2.1358346939086914,2.0919830799102783,2.049854278564453,2.009596347808838,1.9713220596313477,1.935105323791504,1.9009859561920166,1.868975043296814,1.839055061340332,1.8111884593963623,1.7853190898895264,1.7613767385482788,1.7392799854278564,1.71894109249115,1.7002661228179932,1.6831605434417725,1.667527198791504,1.6532707214355469,1.6402978897094727,1.6285167932510376,1.6178414821624756,1.6081888675689697,1.5994799137115479,1.5916407108306885,1.584601640701294,1.5782984495162964,1.5726709365844727,1.5676627159118652,1.5632226467132568,1.5593030452728271,1.5558595657348633,1.5528523921966553,3.029505729675293,3.0150856971740723,2.994608163833618,2.96877384185791,2.9382376670837402,2.9036145210266113,2.8654768466949463,2.8243660926818848,2.780792236328125,2.7352352142333984,2.688150644302368,2.63996958732605,2.5910987854003906,2.5419206619262695,2.4927918910980225,2.444039821624756,2.3959641456604004,2.3488306999206543,2.302870273590088,2.258284091949463,2.2152323722839355,2.1738474369049072,2.1342272758483887,2.096440553665161,2.060530185699463,2.0265133380889893,1.9943878650665283,1.9641326665878296,1.935711145401001,1.9090750217437744,1.8841638565063477,1.8609106540679932,1.8392441272735596,1.8190854787826538,1.8003572225570679,1.7829782962799072,1.766870141029358,1.7519534826278687,1.7381525039672852,1.725393295288086,1.713605284690857,1.7027209997177124,1.6926774978637695,1.683414101600647,1.6748746633529663,1.6670067310333252,1.6597620248794556,1.653093934059143,1.6469606161117554,1.6413227319717407,1.6361452341079712,3.3698318004608154,3.309593677520752,3.2691490650177,3.236734390258789,3.209192991256714,3.1848838329315186,3.162954568862915,3.1428637504577637,3.1242480278015137,3.1068520545959473,3.0904839038848877,3.0749967098236084,3.060276746749878,3.046231269836426,3.0327866077423096,3.01987886428833,3.0074572563171387,2.9954779148101807,2.983901262283325,2.972696542739868,2.961833953857422,2.951289176940918,2.941039562225342,2.9310660362243652,2.921351432800293,2.9118802547454834,2.9026377201080322,2.893611192703247,2.8847899436950684,2.876162052154541,2.8677194118499756,2.8594517707824707,2.851353168487549,2.843414306640625,2.8356282711029053,2.8279905319213867,2.8204925060272217,2.813131332397461,2.8058996200561523,2.7987945079803467,2.7918100357055664,2.784942865371704,2.7781882286071777,2.7715439796447754,2.765004873275757,2.7585690021514893,2.752232074737549,2.7459917068481445,2.7398452758789062,2.733790874481201,2.7278237342834473,3.24107027053833,2.7412161827087402,2.4610676765441895,2.310840368270874,2.22096586227417,2.1681981086730957,2.13438081741333,2.1168015003204346,2.1061768531799316,2.1056644916534424,2.105825424194336,2.114352226257324,2.120465040206909,2.133427858352661,2.1436872482299805,2.158567190170288,2.17160701751709,2.1873385906219482,2.201977014541626,2.218062162399292,2.2334835529327393,2.2496225833892822,2.2653141021728516,2.281308174133301,2.2969579696655273,2.3126718997955322,2.3280913829803467,2.3434386253356934,2.3585147857666016,2.3734426498413086,2.3881118297576904,2.4025893211364746,2.4168167114257812,2.430830955505371,2.4446022510528564,2.4581503868103027,2.4714624881744385,2.484550952911377,2.4974112510681152,2.510049343109131,2.522467851638794,2.534670829772949,2.5466604232788086,2.558443784713745,2.5700223445892334,2.581401824951172,2.592586040496826,2.6035799980163574,2.6143875122070312,2.6250128746032715,2.635460138320923,3.1980910301208496,3.1398961544036865,3.083059787750244,3.0270023345947266,2.9718785285949707,2.9177474975585938,2.8646249771118164,2.8125503063201904,2.761600971221924,2.7118725776672363,2.663466453552246,2.6164755821228027,2.5709915161132812,2.527106285095215,2.4849159717559814,2.4445199966430664,2.4060111045837402,2.3694710731506348,2.334961175918579,2.3025219440460205,2.2721681594848633,2.2438910007476807,2.2176547050476074,2.193403720855713,2.17106294631958,2.150545597076416,2.1317555904388428,2.1145918369293213,2.0989503860473633,2.0847301483154297,2.071829319000244,2.060152530670166,2.0496065616607666,2.0401055812835693,2.031567335128784,2.023918867111206,2.017092227935791,2.0110294818878174,2.0056796073913574,2.0009992122650146,1.9969537258148193,1.9935119152069092,1.9906492233276367,1.9883445501327515,1.986579179763794,1.9853360652923584,1.9846012592315674,1.9843568801879883,1.9845898151397705,1.9852828979492188,1.9864203929901123
logistic_regression_gaussian_exact_param,2,3.198254108428955,3.190410852432251,3.182581901550293,3.1747660636901855,3.1669647693634033,3.15917706489563,3.1514036655426025,3.1436450481414795,3.1359002590179443,3.1281704902648926,3.120455265045166,3.1127548217773438,3.1050705909729004,3.097399950027466,3.08974552154541,3.082106113433838,3.074483871459961,3.06687593460083,3.0592846870422363,3.0517091751098633,3.0441505908966064,3.0366082191467285,3.0290825366973877,3.021573543548584,3.014082193374634,3.0066072940826416,2.999150276184082,2.9917101860046387,2.984288454055786,2.9768834114074707,2.9694972038269043,2.9621288776397705,2.954779624938965,2.947448253631592,2.940135955810547,2.932842254638672,2.925567150115967,2.9183125495910645,2.911076068878174,2.9038593769073486,2.896662712097168,2.8894858360290527,2.882329225540161,2.875192165374756,2.8680763244628906,2.860980987548828,2.8539059162139893,2.8468525409698486,2.8398184776306152,2.8328075408935547,2.825817584991455,2.9918136596679688,2.984299421310425,2.9700589179992676,2.9498353004455566,2.924323558807373,2.894176483154297,2.8600053787231445,2.8223869800567627,2.781862258911133,2.7389414310455322,2.694103956222534,2.6478052139282227,2.6004700660705566,2.5524981021881104,2.5042595863342285,2.4560952186584473,2.408316135406494,2.361196994781494,2.314983367919922,2.2698845863342285,2.226076602935791,2.183704137802124,2.1428821086883545,2.1036972999572754,2.0662121772766113,2.030466079711914,1.9964818954467773,1.9642633199691772,1.933800458908081,1.9050729274749756,1.878048300743103,1.8526865243911743,1.8289411067962646,1.8067595958709717,1.7860838174819946,1.7668535709381104,1.749005675315857,1.732475996017456,1.7171971797943115,1.7031042575836182,1.6901319026947021,1.6782147884368896,1.6672890186309814,1.6572929620742798,1.648167610168457,1.6398547887802124,1.6322996616363525,1.625449538230896,1.619254469871521,1.6136678457260132,1.608644723892212,3.272921323776245,3.2576701641082764,3.235980272293091,3.2085633277893066,3.176079750061035,3.1391372680664062,3.0983023643493652,3.054102659225464,3.0070323944091797,2.957557201385498,2.9061152935028076,2.853128433227539,2.7989962100982666,2.7441036701202393,2.68882155418396,2.6335084438323975,2.5785045623779297,2.5241360664367676,2.4707086086273193,2.4185023307800293,2.367769956588745,2.3187294006347656,2.2715649604797363,2.22641921043396,2.1833982467651367,2.1425719261169434,2.103972911834717,2.067605495452881,2.0334508419036865,2.001465320587158,1.9715906381607056,1.9437553882598877,1.9178787469863892,1.893872857093811,1.8716466426849365,1.851104974746704,1.8321523666381836,1.8146941661834717,1.7986371517181396,1.7838895320892334,1.7703641653060913,1.7579742670059204,1.7466399669647217,1.736283540725708,1.7268314361572266,1.7182152271270752,1.7103707790374756,1.7032363414764404,1.6967560052871704,1.6908771991729736,1.6855509281158447,3.2130966186523438,3.158193349838257,3.1205687522888184,3.090576648712158,3.0648787021636963,3.042269229888916,3.0218000411987305,3.003072738647461,2.985701322555542,2.9694790840148926,2.9542171955108643,2.939789295196533,2.926086902618408,2.9130263328552246,2.900538921356201,2.8885674476623535,2.877063512802124,2.86598539352417,2.8552987575531006,2.8449718952178955,2.8349790573120117,2.8252952098846436,2.815901279449463,2.806776762008667,2.7979049682617188,2.789271116256714,2.7808618545532227,2.7726643085479736,2.7646660804748535,2.7568585872650146,2.749229669570923,2.7417731285095215,2.7344794273376465,2.7273402214050293,2.7203500270843506,2.7135016918182373,2.706789255142212,2.700206756591797,2.6937506198883057,2.6874136924743652,2.6811933517456055,2.675084352493286,2.669083833694458,2.663187026977539,2.6573917865753174,2.651693344116211,2.646090269088745,2.6405787467956543,2.63515567779541,2.62981915473938,2.6245667934417725,2.941423177719116,2.4593088626861572,2.248403310775757,2.1431241035461426,2.092268228530884,2.065134286880493,2.0515758991241455,2.047390937805176,2.0489308834075928,2.0550057888031006,2.0639665126800537,2.0753111839294434,2.0882184505462646,2.102433681488037,2.117518901824951,2.133321762084961,2.1495907306671143,2.1662259101867676,2.1830718517303467,2.200061559677124,2.217092752456665,2.2341198921203613,2.2510745525360107,2.2679269313812256,2.2846310138702393,2.301166296005249,2.3175034523010254,2.3336284160614014,2.349524736404419,2.3651833534240723,2.380593776702881,2.3957526683807373,2.4106545448303223,2.4252989292144775,2.439683437347412,2.4538116455078125,2.467681407928467,2.481297731399536,2.4946627616882324,2.507780075073242,2.5206546783447266,2.533289909362793,2.5456902980804443,2.557861566543579,2.569807767868042,2.5815341472625732,2.593047618865967,2.604351043701172,2.6154513359069824,2.6263515949249268,2.637058973312378,3.1189541816711426,3.062605381011963,3.0076904296875,2.9543161392211914,2.9023871421813965,2.85174560546875,2.802276849746704,2.753937244415283,2.7067959308624268,2.6609861850738525,2.6166393756866455,2.5738584995269775,2.532728433609009,2.493323564529419,2.4557132720947266,2.4199585914611816,2.386108875274658,2.354199171066284,2.3242485523223877,2.296255588531494,2.270200252532959,2.246039628982544,2.223715305328369,2.203152656555176,2.184267520904541,2.1669719219207764,2.1511762142181396,2.1367926597595215,2.1237382888793945,2.111933946609497,2.101306438446045,2.0917840003967285,2.083296537399292,2.075777530670166,2.069161891937256,2.0633883476257324,2.058401107788086,2.054149627685547,2.0505897998809814,2.0476815700531006,2.0453927516937256,2.0436930656433105,2.0425543785095215,2.0419504642486572,2.0418572425842285,2.0422496795654297,2.0431058406829834,2.0444047451019287,2.046124219894409,2.0482468605041504,2.0507521629333496
